"method_alpha","16,096","32,192","64,384","128,768","257,536","515,072"
"Method A  alpha=1",0.0109999999999999,0.0190000000000001,0.0499999999999998,0.198,1.232,7.246
"Method A  alpha=2",0.01400000000001,0.0300000000000296,0.137,1.60299999999995,16.862,134.994
"Method B  alpha=1",0.00900000000000034,0.0120000000000005,0.0180000000000007,0.0300000000000011,0.0499999999999972,0.0990000000000038
"Method B  alpha=2",0.0119999999999436,0.0150000000001,0.0209999999999582,0.0330000000001291,0.0609999999999218,0.109000000000151
"Extended  alpha=1",0.104799999999999,0.1836,0.4006,0.8566,1.9232,4.1196
"Extended  alpha=2",0.127600000000029,0.242200000000003,NA,NA,NA,NA
"Spectral  alpha=1",0.656999999999982,1.095,2.017,3.875,7.87799999999999,17.906
